contractAddress,Logic Contracts,Interfaces,Lines,nLines,nSLOC,Comment Lines,Complex. Score,Contracts,Libraries,Interfaces,Abstract,Public Functions,Payable Functions,External Functions,Internal Functions,Private Functions,Pure Functions,View Functions,StateVariablesTotal,PublicStateVariables,Experimental Features,Can Receive Funds,Uses Assembly,Has Destroyable Contracts,Transfers ETH,Low-Level Calls,DelegateCall,Uses Hash Functions,ECRecover,New/Create/Create2,TryCatch,Unchecked
0x58dfcfbd7955a67287eb0e4ba38a233c6f0f8012,1,****,25,25,21,****,18,1,0,0,0,3,1,0,2,0,0,0,1,1,,`yes`,****,`yes`,`yes`,****,****,****,****,****,****,****
0xa714169549d0624d32bce5dccba358d36350358f,2,****,150,150,89,40,49,1,1,0,0,9,0,0,10,0,4,3,7,4,,****,****,`yes`,****,****,****,****,****,****,****,****
0x93ada935f8fea45c7ac043ecb6a3c61458d91c2f,7,****,661,649,433,333,294,6,1,0,0,33,1,0,39,0,4,3,50,47,,`yes`,****,****,`yes`,****,****,****,****,****,****,****
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,1,****,40,31,25,****,32,1,0,0,0,4,4,0,0,0,0,0,2,2,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0x96ddcf85c3798f01dae5212c6984f9cc467111f6,4,****,246,230,135,59,112,4,0,0,0,22,1,0,18,0,3,0,13,8,,`yes`,****,`yes`,`yes`,****,****,****,****,****,****,****
0x10cc060f6f9b2e5dcdb23f1361e4b368a7daec73,3,****,328,325,253,27,204,2,1,0,0,33,0,30,33,0,5,5,25,22,,****,****,****,****,****,****,****,****,****,****,****
0x35d3bcec3031cd342377d1258c506f46ce913625,7,****,232,221,190,11,144,7,0,0,0,2,3,2,25,0,0,0,17,17,,`yes`,****,****,`yes`,****,****,****,****,****,****,****
0x63065b3d5211a527bd0622250410d7f251a8148c,1,****,49,48,37,****,48,1,0,0,0,6,5,1,1,0,0,0,3,1,,`yes`,****,****,`yes`,****,****,`yes`,****,****,****,****
0xf955eb3e1b055e68ca155f58167cd83d6dc195b5,2,****,131,131,106,9,69,1,1,0,0,1,1,1,7,1,4,0,15,10,,`yes`,****,****,`yes`,****,****,****,****,****,****,****
0xafc1d46163308c81bfb12d305ccb7deabb39e1fe,2,1,582,579,444,61,265,1,1,1,0,27,4,0,24,0,5,14,30,10,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0xd4342df2c7cfe5938540648582c8d222f1513c50,1,****,93,93,62,15,37,1,0,0,0,0,2,0,5,0,0,0,5,0,,`yes`,****,`yes`,`yes`,`yes`,****,`yes`,****,****,****,****
0xa85924729e6d65fcd23d8c7fcfb7065b709fff30,3,****,115,115,96,4,71,3,0,0,0,7,2,0,9,1,0,3,7,1,,`yes`,****,****,`yes`,****,****,****,****,****,****,****
0xbedb3a6957a892c6fe6419d80691647380717e1b,1,1,120,117,92,****,81,1,0,1,0,17,1,0,16,0,0,0,10,10,,`yes`,****,`yes`,`yes`,****,****,****,****,****,****,****
0x0b35dd0696ee6c6338f2f08967891feb04183805,2,****,184,178,146,17,113,2,0,0,0,1,1,1,19,0,0,0,18,18,,`yes`,****,****,`yes`,****,****,`yes`,`yes`,****,****,****
0xed42398a3df99e482039c2aec8000dba75296ee9,1,****,50,50,39,****,43,1,0,0,0,6,5,1,1,0,0,0,4,1,,`yes`,****,****,`yes`,****,****,`yes`,****,****,****,****
0x8c6f3d75873c66cf0300c9d6dfe8d607d1824204,2,****,119,115,53,52,49,2,0,0,0,7,1,0,5,0,0,0,8,8,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0xc399a8814e1fbb3095df330f8ff7f4916247ef94,1,****,47,47,37,****,41,1,0,0,0,6,5,1,1,0,0,0,3,1,,`yes`,****,****,`yes`,****,****,`yes`,****,****,****,****
0x05f49e3e0a27efa05d60c19cd8f0ecc951d3717e,4,****,278,278,196,43,138,3,1,0,0,8,2,2,12,2,4,2,22,16,,`yes`,****,****,`yes`,`yes`,****,****,****,`yes`<br>→ `NewContract:EtherheroStabilizationFund`,****,****
0xcc62541f0492f7a77e46c457500b762f14a87df8,1,****,49,45,37,****,37,1,0,0,0,7,2,0,4,0,0,1,3,0,,`yes`,****,`yes`,`yes`,****,****,`yes`,****,****,****,****
0x7776a879ab315314db00f193a85aee7c53def11d,4,****,257,234,156,45,133,4,0,0,0,21,0,0,18,3,0,0,10,8,,****,`yes` <br/>(1 asm blocks),****,`yes`,`yes`,****,`yes`,****,****,****,****
0x238e2854ded65f30c9c7765cf26cc882949323d7,3,****,180,180,115,19,41,3,0,0,0,0,0,0,20,0,0,0,9,8,,****,****,`yes`,****,****,****,****,****,****,****,****
0x63d3d0215922b924c782c7b2a351ef8604e18da7,1,****,58,46,32,****,38,1,0,0,0,5,5,1,0,0,0,0,3,1,,`yes`,****,****,`yes`,****,****,`yes`,****,****,****,****
0xb6232969a6c1f995c802b8ed84265e4f7f92076d,4,****,257,234,156,45,133,4,0,0,0,21,0,0,18,3,0,0,10,8,,****,`yes` <br/>(1 asm blocks),****,`yes`,`yes`,****,`yes`,****,****,****,****
0xaa12936a79848938770bdbc5da0d49fe986678cc,1,****,60,47,37,****,28,1,0,0,0,4,2,0,2,0,0,0,2,0,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0xe28942df3b9502193a3547e6f6bad16ce63b1e2d,1,****,20,20,15,****,10,1,0,0,0,0,1,0,1,0,0,0,1,1,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0x26b7dedab33c58bc9edc26d9cd81b8eee43c24dd,****,****,**undefined**,**undefined**,**undefined**,**undefined**,**0**,0,0,0,0,0,0,0,0,0,0,0,0,0,,****,****,****,****,****,****,****,****,****,****,****
0x3c96c6e76c403c774ba2ab023df5730375c09b2d,3,****,419,419,360,19,165,3,0,0,0,18,3,18,18,0,4,0,4,0,,`yes`,****,****,`yes`,****,****,`yes`,`yes`,****,****,****
0x2e76886f251caf2efe6853b181cea3385cc3a24b,5,1,439,430,251,166,187,4,1,1,0,23,2,1,31,0,4,0,14,14,,`yes`,****,****,`yes`,****,****,****,****,****,****,****
0x22141343a20640daaf695226b2233baeef0f0d62,2,****,207,203,79,111,55,2,0,0,0,0,3,0,5,0,0,0,13,12,,`yes`,****,****,`yes`,`yes`,****,`yes`,****,****,****,****
0xb3b3fa00a534ab0c7437bc5e9f4f97f1f98b930d,5,1,1163,1027,697,281,394,2,3,1,0,27,10,10,24,13,8,13,21,10,,`yes`,`yes` <br/>(3 asm blocks),****,`yes`,****,****,`yes`,****,****,****,****
0x83928d7a16e0cbdf77d555c405a3975d11dcf0fa,3,****,252,252,186,31,131,2,1,0,0,7,2,2,11,2,4,2,21,15,,`yes`,****,****,`yes`,`yes`,****,****,****,`yes`<br>→ `NewContract:EtherheroStabilizationFund`,****,****
0x8f3c45d637a9c2103d06f917aeeaff25eb7224c7,6,****,688,604,309,274,215,6,0,0,0,0,4,0,28,0,0,0,18,13,,`yes`,****,`yes`,`yes`,****,****,****,****,`yes`<br>→ `NewContract:TokenTrader`,****,****
0xcf686b9c6d185d0091d07df8b9953702c78b0c20,15,****,1448,1283,747,393,902,12,3,0,0,46,4,6,72,0,17,19,30,16,`ABIEncoderV2`,`yes`,`yes` <br/>(8 asm blocks),****,`yes`,****,`yes`,`yes`,****,`yes`<br>→ `AssemblyCall:Name:create`,****,****
0x820d413cb4c38d3b328cefc3e661072102d3898e,1,1,161,158,98,26,58,1,0,1,0,5,1,0,9,0,0,0,17,14,,`yes`,****,`yes`,`yes`,****,****,****,****,****,****,****
0x42fdf1a3ae9f83e80690490ebc0a3b04c5b68de5,4,****,584,579,472,34,422,2,2,0,0,24,5,1,18,6,5,10,17,12,,`yes`,****,****,`yes`,****,****,****,****,****,****,****
0x138e8f61c1e1908e145c02a12879f68051499d21,4,****,255,239,130,70,85,4,0,0,0,16,1,0,23,0,0,0,10,7,,`yes`,****,`yes`,`yes`,****,****,****,****,****,****,****
0x68a93cb6c0f92e56fa19cd78d4d670f3ea3d5020,15,****,1428,1265,729,392,897,12,3,0,0,46,4,6,72,0,17,19,30,16,`ABIEncoderV2`,`yes`,`yes` <br/>(8 asm blocks),****,`yes`,****,`yes`,`yes`,****,`yes`<br>→ `AssemblyCall:Name:create`,****,****
0x903643251af408a3c5269c836b9a2a4a1f04d1cf,1,****,168,128,84,47,46,1,0,0,0,5,1,5,6,0,0,0,5,3,,`yes`,****,****,`yes`,`yes`,****,`yes`,****,****,****,****
0xb7c6f23e9bfd56b7337916086b699f104959a2ff,4,****,198,158,107,44,45,4,0,0,0,1,1,1,15,0,0,0,12,8,,`yes`,****,****,`yes`,****,****,****,****,****,****,****
0xe8a6d8e9a08281b0e235ad54ddedd98920517dff,1,****,440,400,334,12,143,1,0,0,0,5,1,0,8,5,0,1,16,6,,`yes`,****,****,`yes`,****,****,`yes`,****,****,****,****
0x047187e53477be70dbe8ea5b799318f2e165052f,15,****,610,504,325,116,311,15,0,0,0,45,2,0,59,0,12,9,13,7,,`yes`,`yes` <br/>(2 asm blocks),****,`yes`,`yes`,****,`yes`,****,****,****,****
