contractAddress,Logic Contracts,Interfaces,Lines,nLines,nSLOC,Comment Lines,Complex. Score,Contracts,Libraries,Abstract,Public Functions,Payable Functions,External Functions,Internal Functions,Private Functions,Pure Functions,View Functions,StateVariablesTotal,PublicStateVariables,Experimental Features,Can Receive Funds,Uses Assembly,Has Destroyable Contracts,Transfers ETH,Low-Level Calls,DelegateCall,Uses Hash Functions,ECRecover,New/Create/Create2,TryCatch,Unchecked
0x2807e558a7eba8d25c3a05a0e7e9a6a437a6e6a4,2,0,32,28,22,0,8,2,0,0,0,0,0,2,0,0,0,2,1,,No,No,No,No,No,No,No,No,No,No,No
0xade85d1796008281dbf4baaedb2790d3fea8d89d,2,0,129,126,94,11,45,2,0,0,0,0,0,9,0,0,0,6,4,,No,No,No,No,No,No,Yes,Yes,No,No,No
0x3cf853facae392c3e4310ab805da30a1da508609,1,0,227,215,118,60,69,1,0,0,4,1,4,6,3,0,0,16,11,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xab5c8051b9a1df1aab0149f8b0630848b7ecabf6,1,0,30,30,22,2,5,1,0,0,0,0,0,2,0,0,0,3,3,,No,No,No,No,No,No,No,No,No,No,No
0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c,2,0,113,113,72,35,36,2,0,0,0,0,0,13,0,0,0,10,9,,No,No,No,No,No,No,No,No,No,No,No
0x142eba6cd4e1977fba4a440c882ee460654d1766,1,0,60,60,53,8,27,1,0,0,0,1,0,6,0,0,0,7,7,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x5e49ec3fbd55e7b86a5a5b1a32c73aa44b42b4af,1,0,139,139,59,57,22,1,0,0,0,0,0,1,2,0,0,2,0,,No,Yes,No,No,No,No,Yes,No,No,No,No
0xf74a6e92588ee0a524b44b251e0b47d1a15824f7,2,0,109,109,84,4,41,2,0,0,0,2,0,6,0,0,0,5,2,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x9053d234a1ff2290f087a1ca9460e3263121e580,4,0,86,81,34,34,38,3,1,0,0,1,0,5,0,0,0,4,4,,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No
0x85169e1f0d8c2f27dd44f1cfbb81172dfeafe7c1,1,0,228,216,118,60,69,1,0,0,4,1,4,6,3,0,0,16,11,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x93c9cce56a35a5bba00501a8dcd6ea1392ff3dfd,1,0,105,105,72,0,49,1,0,0,0,1,0,4,4,0,0,9,8,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xf184279e6d4654890b4410cf300ed55600f018be,2,0,227,227,150,17,77,2,0,0,3,2,0,13,0,0,0,12,8,,Yes,No,No,No,No,No,No,No,No,No,No
0x81a47e985b7a133728e97efc7f9ec3654b6e73f0,1,0,102,89,76,0,24,1,0,0,0,1,0,4,0,0,0,4,1,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x75aa81161e07483f6ca199fef46c13eb13d190be,1,0,88,88,66,18,31,1,0,0,1,1,0,4,1,0,0,9,5,,Yes,No,Yes,Yes,No,No,No,No,No,No,No
0xcd3e727275bc2f511822dc9a26bd7b0bbf161784,4,0,457,443,330,72,291,4,0,0,0,6,0,65,0,0,0,19,3,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
0x9bfe61748ba9b71789de234d2bdc8fa21047d3cb,1,0,264,264,204,35,53,1,0,0,0,2,0,3,0,0,0,1,0,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x8a70cf25cf32e728be9e30c20b2781f60cb0ed6d,2,0,70,66,49,25,20,2,0,0,0,0,0,7,0,0,0,7,7,,No,No,No,No,No,No,No,No,No,No,No
0xcc39e8ab206229c95b9649ead3560e1712a72eed,1,0,27,27,21,1,5,1,0,0,0,0,0,3,0,0,0,3,3,,No,No,No,No,No,No,No,No,No,No,No
0x5e3741d9faa0f62660bdecdd3ac43c97c83a9881,1,0,227,215,118,60,69,1,0,0,4,1,4,6,3,0,0,16,11,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,2,0,98,96,68,31,34,2,0,0,0,0,0,8,0,0,0,12,12,,No,No,No,No,No,No,No,No,No,No,No
0x06bb6701983e126f31a4c20d6becb12dfd70709e,2,0,106,104,82,0,31,2,0,0,0,0,0,7,0,0,0,9,7,,No,No,No,No,No,No,No,No,No,No,No
0xf66ca56fc0cf7b5d9918349150026be80b327892,3,0,139,139,90,34,60,3,0,0,0,2,0,13,0,0,0,13,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xc7dfe4304bd4c9dd6ed414443c077fc06501e9ac,7,0,188,158,108,21,84,7,0,0,0,2,0,10,0,0,0,7,5,,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No
0x2a28cc275b458019910e3b8b8ee58f17eb6d38c8,1,0,227,215,118,61,68,1,0,0,4,1,4,6,3,0,0,16,11,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xaf2b8e6114da000176c506f77b173251c16b511d,3,0,83,83,54,17,33,3,0,0,0,2,0,7,0,0,0,4,3,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xad2d970edff30d8f166989470aaf4be3ff6375ae,1,0,148,145,62,49,15,1,0,0,0,0,0,4,0,0,0,4,2,,No,No,No,No,No,No,No,No,No,No,No
0x6d2f190e6fd3bece517cb817254e8411249656a6,1,0,142,142,85,31,34,1,0,0,0,1,0,16,0,0,0,3,0,,Yes,No,No,Yes,Yes,No,No,No,No,No,No
0x3eab9a2fa76f16cdc46e707ff928f7995886dee0,4,0,177,162,124,54,60,4,0,0,0,1,0,16,0,0,0,12,12,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xd41f3b51e0c2d825a1178582d27c84dbfe48d1af,2,0,75,66,49,25,20,2,0,0,0,0,0,7,0,0,0,7,7,,No,No,No,No,No,No,No,No,No,No,No
0x938875f7a161ce2f4c314ba1bb3172dbf52ebb3d,1,0,74,74,55,4,13,1,0,0,0,0,0,6,0,0,0,4,4,,No,No,No,No,No,No,No,No,No,No,No
0x873c58020bcb114b4fea456cef93aaf58e8e305d,4,0,139,109,70,34,26,4,0,0,0,0,0,8,0,0,0,7,4,,No,No,No,Yes,No,No,No,No,No,No,No
0x5bdf79f1e7431edb75537d23d3b404ef86f44316,3,0,140,138,91,42,53,3,0,0,0,0,0,16,0,0,0,13,12,,No,No,No,No,No,No,No,No,No,No,No
0xd23f2533b726c9cb1fb9ed109b82e5a8f01c881e,4,0,139,109,70,34,26,4,0,0,0,0,0,8,0,0,0,7,4,,No,No,No,Yes,No,No,No,No,No,No,No
0x35bd607db942fe1f10ce12b309e3a67e16660fe1,1,0,84,84,78,8,96,1,0,0,0,0,0,11,0,0,0,6,1,,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No
0x600ad7b57f3e6aeee53acb8704a5ed50b60cacd6,1,0,197,197,145,12,90,1,0,0,0,0,0,2,0,0,0,5,0,,No,No,No,No,No,No,Yes,No,No,No,No
0x41dfc15cf7143b859a681dc50dcb3767f44b6e0b,1,0,34,34,33,3,17,1,0,0,0,1,0,3,0,0,0,5,5,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x5e569e1ecd56fe30dd97ee233ec1675b60fb6680,1,0,291,291,118,121,43,1,0,0,0,0,0,5,1,0,0,10,0,,No,No,No,No,No,No,No,No,No,No,No
0x7fe180e63198e50057c3f2817d058e8904c650e3,1,0,52,52,44,5,21,1,0,0,3,0,0,5,0,0,0,4,4,,No,No,Yes,Yes,No,No,No,No,No,No,No
0x93eeabbe86d19bda39ea2d1049baf2c0878ded23,2,0,160,151,122,5,47,2,0,0,3,1,0,4,1,0,0,4,4,,Yes,No,No,Yes,No,No,Yes,No,No,No,No
0x62854fc64d74b7eb5e4d0a2910e277ffb4d3d1e3,1,0,22,22,18,0,5,1,0,0,0,0,0,2,0,0,0,2,2,,No,No,No,No,No,No,No,No,No,No,No
0x673f0dec1416803a39d50760c697fb26f4c539b0,3,0,75,74,55,2,32,3,0,0,0,1,0,5,0,0,0,5,3,,Yes,No,No,Yes,No,No,Yes,No,No,No,No
0x1926a3254d6bb48f983d1890a993d618d1b6c9cf,4,0,226,226,144,17,87,4,0,0,3,2,0,13,0,0,0,14,9,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xe3c61a3bff7cb03ddd422258006fddd5ba1ed0fe,1,0,204,195,108,49,61,1,0,0,3,1,3,5,3,0,0,15,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x015a06a433353f8db634df4eddf0c109882a15ab,1,0,70,70,55,10,16,1,0,0,0,1,0,3,0,0,0,2,1,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xaedde4941e7eac04f97be3a89af50a454d7c5f89,1,0,227,215,118,60,69,1,0,0,4,1,4,6,3,0,0,16,11,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xabcdd0dbc5ba15804f5de963bd60491e48c3ef0b,1,0,126,126,84,34,49,1,0,0,0,3,0,8,0,0,0,8,7,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x9bf233b2f9eea51708c0b345f28fc621f83daa78,2,0,93,93,65,20,43,2,0,0,0,1,0,4,0,0,0,12,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x3a09769f27a6e4b01bc58b1273bcaa8159033ec5,3,0,274,255,151,91,72,3,0,0,0,2,0,19,1,0,0,20,20,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x60f0ee673e413e1c134d1497eeecce8ddd2fdd74,1,0,202,193,108,49,61,1,0,0,3,1,3,5,3,0,0,15,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x911143d946ba5d467bfc476491fdb235fef4d667,1,0,366,300,207,61,198,1,0,0,15,1,0,11,0,0,0,7,7,,Yes,No,No,Yes,Yes,No,No,No,No,No,No
0xc75175d7de7e8036f7c00a8e89f30dcf6e733f2e,1,0,153,153,107,16,49,1,0,0,0,0,0,2,0,0,0,5,0,,No,No,No,No,No,No,Yes,No,No,No,No
0xb2048d829482dbc9baf6951c28909e5c49686041,1,0,227,215,118,60,69,1,0,0,4,1,4,6,3,0,0,16,11,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x5a4964bb5fdd3ce646bb6aa020704f7d4db79302,1,0,65,65,53,6,17,1,0,0,0,0,0,4,0,0,0,3,0,,No,No,No,No,No,No,No,No,No,No,No
0xff95fbb77852c846724ce4fa140ca25f31a90bb0,2,0,106,104,82,0,31,2,0,0,0,0,0,7,0,0,0,9,7,,No,No,No,No,No,No,No,No,No,No,No
0xd6362516c7d7934fa2dcec4be8fd4fca79e98bc5,1,0,37,37,36,3,18,1,0,0,0,1,0,4,0,0,0,6,6,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xba2f1399df21c75ce578630ff9ed9285b2146b8d,2,0,208,199,163,4,64,2,0,0,6,2,0,3,2,0,0,7,5,,Yes,No,No,Yes,No,No,Yes,No,No,No,No
0xf504f3d488c7bb20a424943a6fc4ea2badcb9a18,2,0,20,19,15,0,9,2,0,0,2,0,0,3,0,0,0,1,1,,No,No,No,No,No,No,No,No,No,No,No
0xa0388ffb2a3c198dee723135e0caa423840b375a,5,0,366,280,89,178,65,5,0,0,0,2,0,15,0,0,0,14,12,,Yes,No,No,Yes,No,No,No,No,Yes,No,No
0xb6cd94c7cdea8fa5cfad9210e3f2358ad8b0cd75,1,0,17,17,15,0,5,1,0,0,0,0,0,1,0,0,0,3,1,,No,No,No,No,No,No,No,No,No,No,No
0x0b983fa1bcbdf24bdbfacb660faa76c586a16c64,1,0,204,195,108,49,61,1,0,0,3,1,3,5,3,0,0,15,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x44fb2663d37e36e4a2b4b865d9ec832e5da6a016,2,0,95,86,63,14,16,2,0,0,0,0,0,8,0,0,0,6,6,,No,No,No,No,No,No,No,No,No,No,No
0x3b6d241e1b38776c2efe944e7012239ed59334c1,4,0,153,119,67,37,26,4,0,0,0,0,0,8,0,0,0,7,4,,No,No,No,Yes,No,No,No,No,No,No,No
0xad2b1feb2153cd5a6b8a5f37a820ba013a89cabf,1,0,45,45,35,4,30,1,0,0,0,1,0,0,0,0,0,0,0,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x18429dedafbb65443edf60402294df5c01aee1da,3,0,130,121,91,32,43,3,0,0,0,1,0,14,0,0,0,10,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x4a7fd82c5c173be7d41541b76c43e26553b0f28b,1,0,34,34,33,3,17,1,0,0,0,1,0,3,0,0,0,5,5,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x04daec4e1fc6a4b4555b509b7c5c673ebad29f1f,1,0,133,133,105,0,50,1,0,0,0,0,0,2,0,0,0,5,0,,No,No,No,No,No,No,Yes,No,No,No,No
0x2f81a082e11ee3ab3b063bb9605affc8e3121926,1,0,41,41,30,0,11,1,0,0,0,0,0,5,0,0,0,2,0,,No,No,No,No,No,No,No,No,No,No,No
0x9047ef7c3d52956dd0909c1c1e011e986ce60691,2,0,98,96,68,31,34,2,0,0,0,0,0,8,0,0,0,12,12,,No,No,No,No,No,No,No,No,No,No,No
0xd2f7bba33a3b81792c0f9cc2de6d9266002a5591,2,0,57,57,42,0,43,2,0,0,1,2,0,6,0,0,0,2,2,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No
0xc54d1a03e5fc1558d4a95e9fbbb2423f02168c23,1,0,9,9,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,No,No,No,No,No,No,No,No,No,No,No
0x911d71eed45dbc20059004f8476fe149105bf1dc,1,0,60,60,53,8,27,1,0,0,0,1,0,6,0,0,0,7,7,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xb4e7fc7f59c2ec07aee08c46241d7b47de4cec06,2,0,97,95,68,30,34,2,0,0,0,0,0,8,0,0,0,12,12,,No,No,No,No,No,No,No,No,No,No,No
0xbeac5df5f1c56f949852c8589314036042c1d603,1,0,19,19,14,1,8,0,1,0,0,0,0,1,0,0,0,0,0,,No,No,No,No,No,No,No,No,No,No,No
0xf9735dc96a98f68ac8fe6fccf1e7b9876ddb6b47,1,0,118,118,70,22,47,1,0,0,0,1,0,4,4,0,0,9,8,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xe1e8eabd8fcf08ed50ae1f2ed4710c1a1f38542c,1,0,204,195,108,49,61,1,0,0,3,1,3,5,3,0,0,15,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xf77ac34cd0ed42f2b5d8cfcf4fa0f4bb1b80b9d8,2,0,242,242,161,17,85,2,0,0,3,2,0,14,0,0,0,13,9,,Yes,No,No,Yes,No,No,No,No,No,No,No
0xfac50f760d114de38bf0a6d44f31a9c22f778db3,3,0,83,83,55,16,38,3,0,0,0,2,0,8,0,0,0,3,3,,Yes,No,No,Yes,No,No,No,No,No,No,No
0x53fdf0c63b87f2db6e2c58ab05a8a3c39d7d8d49,1,0,103,96,81,0,27,1,0,0,0,0,0,5,0,0,0,3,2,,No,No,No,No,No,No,No,No,No,No,No
0xf2b8e10e7b230cc55040a7a90be75c933719c507,2,0,93,93,65,20,43,2,0,0,0,1,0,4,0,0,0,12,10,,Yes,No,No,Yes,No,No,No,No,No,No,No
